70,24,black,63,white,2,black,47,white,7,black
71,54,black,74,white,28,black,33,white,45,black
72,26,black,6,white,29,black,15,white,49,black
73,24,black,62,white,28,black,12,white,23,black
74,65,black,59,white,9,black,14,white,20,black
75,44,black,5,white,13,black,76,white,74,black
76,20,black,73,white,53,black,33,white,8,black
77,24,black,60,white,81,black,60,white,48,black
78,74,black,67,white,77,black,42,white,17,black
79,31,black,81,white,79,black,58,white,53,black
80,74,black,33,white,73,black,4,white,49,black
81,72,black,57,white,21,black,78,white,56,black
82,53,black,77,white,34,black,8,white,35,black
83,16,black,54,white,31,black,75,white,65,black
84,80,black,78,white,76,black,74,white,71,black
85,32,black,18,white,81,black,79,white,77,black
86,70,black,6,white,81,black,46,white,65,black
87,50,black,43,white,8,black,72,white,80,black
88,3,black,55,white,17,black,47,white,80,black
89,48,black,53,white,11,black,61,white,24,black
90,55,black,51,white,60,black,45,white,38,black
91,64,black,16,white,21,black,8,white,10,black
92,57,black,4,white,53,black,46,white,11,black
93,81,black,43,white,16,black,11,white,10,black
94,19,black,30,white,4,black,65,white,30,black
95,21,black,1,white,30,black,41,white,15,black
96,9,black,20,white,13,black,3,white,31,black
97,78,black,75,white,68,black,58,white,11,black
98,78,black,1,white,49,black,35,white,22,black
99,60,black,50,white,64,black,12,white,1,black
100,14,black,27,white,37,black,13,white,35,black
101,50,black,39,white,68,black,52,white,55,black
102,42,black,50,white,8,black,18,white,25,black
103,65,black,58,white,12,black,71,white,59,black
104,56,black,77,white,35,black,62,white,13,black
105,36,black,78,white,74,black,37,white,63,black
106,10,black,74,white,49,black,15,white,32,black
107,22,black,8,white,69,black,10,white,59,black
108,24,black,77,white,4,black,23,white,18,black
109,56,black,51,white,62,black,57,white,81,black
110,12,black,30,white,55,black,77,white,62,black
111,19,black,2,white,43,black,29,white,48,black
112,74,black,53,white,25,black,78,white,78,black
113,34,black,75,white,28,black,34,white,76,black
114,36,black,81,white,54,black,39,white,12,black
115,38,black,26,white,20,black,23,white,41,black
116,72,black,64,white,34,black,58,white,65,black
117,14,black,42,white,81,black,75,white,61,black
118,53,black,27,white,6,black,15,white,73,black
119,28,black,19,white,19,black,24,white,45,black
120,77,black,30,white,48,black,43,white,29,black
121,5,black,33,white,26,black,46,white,49,black
122,65,black,39,white,29,black,6,white,25,black
123,77,black,49,white,12,black,34,white,80,black
124,68,black,36,white,46,black,44,white,39,black
125,69,black,13,white,53,black,27,white,70,black
126,18,black,39,white,37,black,4,white,30,black
127,79,black,42,white,46,black,22,white,40,black
128,34,black,44,white,56,black,23,white,78,black
129,19,black,50,white,43,black,43,white,50,black
130,74,black,48,white,16,black,38,white,26,black
131,16,black,68,white,59,black,76,white,5,black
132,71,black,35,white,10,black,60,white,18,black
133,11,black,43,white,34,black,36,white,71,black
134,30,black,17,white,29,black,2,white,72,black
135,51,black,42,white,63,black,20,white,59,black
136,74,black,55,white,30,black,31,white,76,black
137,43,black,80,white,19,black,22,white,76,black
138,42,black,20,white,13,black,25,white,14,black
139,19,black,52,white,67,black,14,white,34,black
140,60,black,40,white,55,black,46,white,39,black
141,34,black,27,white,19,black,76,white,76,black
142,10,black,21,white,78,black,58,white,50,black
143,8,black,38,white,72,black,18,white,46,black
144,27,black,68,white,68,black,29,white,65,black
145,18,black,25,white,25,black,70,white,41,black
146,79,black,81,white,42,black,24,white,68,black
147,59,black,71,white,67,black,36,white,23,black
148,38,black,81,white,2,black,25,white,72,black
149,48,black,78,white,64,black,63,white,11,black
150,13,black,38,white,20,black,62,white,73,black
151,70,black,56,white,74,black,68,white,45,black
152,10,black,47,white,25,black,75,white,80,black
153,16,black,63,white,73,black,57,white,35,black
154,41,black,47,white,38,black,56,white,24,black
155,35,black,36,white,69,black,34,white,70,black
156,13,black,33,white,14,black,11,white,10,black
157,79,black,26,white,57,black,30,white,20,black
158,37,black,36,white,53,black,70,white,36,black
159,7,black,15,white,38,black,13,white,47,black
160,55,black,81,white,78,black,36,white,68,black
161,78,black,65,white,28,black,4,white,71,black
162,81,black,73,white,6,black,58,white,26,black
163,44,black,2,white,81,black,38,white,63,black
164,25,black,59,white,57,black,35,white,39,black
165,32,black,6,white,63,black,56,white,37,black
166,4,black,72,white,25,black,76,white,21,black
167,40,black,71,white,48,black,62,white,9,black
168,12,black,38,white,9,black,19,white,41,black
169,29,black,14,white,68,black,34,white,71,black
170,20,black,16,white,59,black,59,white,46,black
171,38,black,23,white,49,black,75,white,74,black
172,61,black,29,white,5,black,33,white,75,black
173,55,black,33,white,5,black,69,white,20,black
174,37,black,13,white,63,black,1,white,17,black
175,53,black,61,white,37,black,12,white,29,black
176,16,black,50,white,19,black,38,white,66,black
177,19,black,42,white,75,black,21,white,77,black
178,63,black,55,white,50,black,16,white,70,black
179,22,black,62,white,53,black,48,white,43,black
180,59,black,40,white,8,black,65,white,33,black
181,29,black,26,white,65,black,26,white,44,black
182,44,black,31,white,31,black,50,white,65,black
183,36,black,26,white,44,black,74,white,68,black
184,71,black,30,white,77,black,14,white,49,black
185,11,black,19,white,68,black,57,white,22,black
186,51,black,77,white,48,black,81,white,69,black
187,24,black,65,white,67,black,55,white,67,black
188,65,black,8,white,32,black,71,white,62,black
189,61,black,62,white,5,black,20,white,33,black
190,5,black,74,white,33,black,47,white,61,black
191,17,black,32,white,70,black,54,white,55,black
192,44,black,10,white,69,black,15,white,71,black
193,63,black,8,white,37,black,27,white,80,black
194,24,black,18,white,69,black,52,white,15,black
195,40,black,81,white,9,black,66,white,49,black
196,14,black,54,white,73,black,32,white,10,black
197,49,black,41,white,41,black,70,white,4,black
198,68,black,16,white,42,black,3,white,11,black
199,73,black,22,white,5,black,76,white,39,black
200,34,black,41,white,73,black,68,white,40,black
201,31,black,23,white,9,black,48,white,11,black
202,48,black,2,white,20,black,24,white,59,black
203,28,black,1,white,34,black,54,white,77,black
204,26,black,77,white,16,black,65,white,70,black
205,25,black,31,white,57,black,51,white,28,black
206,64,black,66,white,68,black,35,white,67,black
207,11,black,77,white,51,black,75,white,52,black
208,37,black,68,white,71,black,1,white,1,black
209,16,black,51,white,13,black,48,white,9,black
210,34,black,45,white,33,black,14,white,10,black
211,53,black,50,white,58,black,36,white,23,black
212,13,black,4,white,53,black,57,white,24,black
213,10,black,19,white,64,black,43,white,68,black
214,78,black,72,white,67,black,21,white,74,black
215,72,black,79,white,71,black,8,white,56,black
216,73,black,51,white,16,black,38,white,8,black
217,69,black,70,white,74,black,74,white,43,black
218,31,black,35,white,34,black,59,white,32,black
219,70,black,28,white,29,black,15,white,60,black
220,6,black,66,white,15,black,10,white,16,black
221,28,black,39,white,17,black,52,white,46,black
222,50,black,66,white,18,black,42,white,78,black
223,81,black,30,white,48,black,34,white,77,black
224,22,black,4,white,71,black,47,white,3,black
225,11,black,77,white,74,black,78,white,8,black
226,72,black,14,white,43,black,61,white,67,black
227,17,black,21,white,38,black,55,white,77,black
228,43,black,4,white,45,black,1,white,19,black
229,74,black,80,white,19,black,46,white,30,black
230,70,black,58,white,8,black,36,white,79,black
231,41,black,69,white,17,black,34,white,32,black
232,2,black,36,white,76,black,56,white,71,black
233,37,black,69,white,56,black,56,white,75,black
234,32,black,78,white,53,black,2,white,47,black
235,46,black,36,white,75,black,72,white,74,black
236,38,black,1,white,44,black,47,white,50,black
237,20,black,75,white,26,black,79,white,7,black
238,63,black,11,white,68,black,48,white,78,black
239,67,black,18,white,80,black,34,white,69,black
240,80,black,34,white,74,black,46,white,74,black
241,3,black,44,white,29,black,44,white,40,black
242,66,black,25,white,54,black,43,white,70,black
243,70,black,74,white,40,black,15,white,29,black
244,32,black,76,white,48,black,6,white,57,black
245,50,black,71,white,38,black,70,white,70,black
246,13,black,21,white,35,black,3,white,56,black
247,62,black,65,white,34,black,18,white,30,black
248,55,black,62,white,73,black,78,white,21,black
249,68,black,71,white,33,black,65,white,15,black
250,1,black,17,white,57,black,80,white,42,black
251,6,black,32,white,5,black,73,white,3,black
252,72,black,66,white,36,black,9,white,66,black
253,32,black,1,white,37,black,36,white,50,black
254,19,black,33,white,8,black,43,white,70,black
255,67,black,12,white,11,black,25,white,70,black
256,56,black,67,white,33,black,77,white,1,black
257,47,black,81,white,4,black,50,white,13,black
258,40,black,27,white,55,black,37,white,76,black
259,55,black,39,white,14,black,17,white,10,black
260,4,black,51,white,75,black,62,white,63,black
261,30,black,79,white,7,black,80,white,38,black
262,50,black,44,white,24,black,72,white,8,black
263,8,black,5,white,60,black,8,white,51,black
264,57,black,17,white,10,black,67,white,52,black
265,26,black,1,white,25,black,45,white,1,black
266,46,black,7,white,40,black,50,white,47,black
267,12,black,52,white,68,black,24,white,30,black
268,40,black,26,white,28,black,39,white,41,black
269,72,black,57,white,7,black,72,white,13,black
270,14,black,4,white,67,black,55,white,6,black
271,10,black,75,white,36,black,9,white,5,black
272,8,black,4,white,61,black,79,white,42,black
273,48,black,5,white,74,black,11,white,80,black
274,3,black,53,white,28,black,50,white,45,black
275,72,black,34,white,20,black,77,white,71,black
276,20,black,59,white,59,black,67,white,69,black
277,80,black,36,white,18,black,32,white,9,black
278,67,black,14,white,13,black,38,white,67,black
279,63,black,40,white,17,black,40,white,58,black
280,65,black,33,white,2,black,45,white,59,black
281,19,black,68,white,46,black,57,white,72,black
282,31,black,23,white,76,black,66,white,48,black
283,68,black,45,white,38,black,29,white,14,black
284,72,black,68,white,40,black,72,white,24,black
285,75,black,68,white,10,black,79,white,28,black
286,78,black,47,white,70,black,6,white,4,black
287,41,black,24,white,61,black,21,white,6,black
288,31,black,54,white,58,black,3,white,4,black
289,56,black,76,white,62,black,80,white,32,black
290,5,black,78,white,56,black,17,white,56,black
291,2,black,10,white,72,black,72,white,67,black
292,29,black,35,white,13,black,81,white,51,black
293,48,black,5,white,54,black,45,white,43,black
294,61,black,68,white,21,black,2,white,24,black
295,53,black,24,white,58,black,46,white,16,black
296,25,black,1,white,25,black,60,white,51,black
297,2,black,42,white,46,black,49,white,7,black
298,38,black,68,white,70,black,80,white,32,black
299,46,black,58,white,39,black,38,white,67,black
300,73,black,13,white,14,black,6,white,27,black
301,16,black,62,white,52,black,19,white,43,black
302,59,black,33,white,22,black,39,white,62,black
303,23,black,26,white,68,black,35,white,12,black
304,45,black,70,white,66,black,52,white,2,black
305,80,black,58,white,26,black,62,white,23,black
306,41,black,19,white,1,black,65,white,70,black
307,63,black,21,white,24,black,8,white,77,black
308,71,black,41,white,18,black,45,white,48,black
309,17,black,22,white,31,black,20,white,64,black
310,26,black,77,white,64,black,53,white,8,black
311,51,black,33,white,10,black,28,white,4,black
312,33,black,23,white,22,black,61,white,49,black
313,39,black,27,white,35,black,64,white,52,black
314,33,black,54,white,5,black,21,white,62,black
315,59,black,44,white,30,black,47,white,8,black
316,52,black,2,white,75,black,73,white,56,black
317,66,black,32,white,48,black,18,white,15,black
318,43,black,35,white,73,black,12,white,25,black
319,15,black,11,white,67,black,80,white,20,black
320,81,black,7,white,71,black,4,white,75,black
321,51,black,49,white,58,black,37,white,68,black
322,24,black,46,white,57,black,1,white,52,black
323,27,black,46,white,28,black,49,white,70,black
324,15,black,50,white,81,black,25,white,53,black
325,43,black,23,white,2,black,37,white,22,black
326,68,black,13,white,43,black,59,white,59,black
327,22,black,56,white,26,black,66,white,76,black
328,74,black,54,white,69,black,58,white,42,black
329,43,black,30,white,80,black,37,white,63,black
330,47,black,13,white,17,black,48,white,38,black
331,24,black,64,white,24,black,13,white,50,black
332,13,black,3,white,26,black,1,white,74,black
333,36,black,4,white,63,black,38,white,72,black
334,55,black,17,white,70,black,3,white,55,black
335,79,black,66,white,45,black,29,white,17,black
336,25,black,55,white,72,black,68,white,42,black
337,7,black,40,white,79,black,52,white,55,black
338,78,black,79,white,31,black,13,white,61,black
339,34,black,5,white,81,black,80,white,15,black
340,9,black,18,white,54,black,45,white,7,black
341,70,black,64,white,41,black,55,white,39,black
342,31,black,6,white,40,black,38,white,64,black
343,34,black,76,white,34,black,10,white,77,black
344,80,black,45,white,32,black,72,white,55,black
345,37,black,1,white,59,black,63,white,76,black
346,36,black,65,white,24,black,48,white,19,black
347,37,black,27,white,69,black,53,white,75,black
348,34,black,17,white,74,black,31,white,31,black
349,20,black,69,white,2,black,11,white,23,black
350,53,black,39,white,69,black,70,white,24,black
351,71,black,8,white,28,black,65,white,48,black
352,27,black,45,white,14,black,79,white,10,black
353,47,black,53,white,69,black,20,white,39,black
354,68,black,23,white,30,black,19,white,55,black
355,40,black,49,white,38,black,69,white,35,black
356,67,black,46,white,60,black,65,white,39,black
357,73,black,64,white,47,black,16,white,71,black
358,4,black,33,white,71,black,54,white,49,black
359,50,black,49,white,21,black,68,white,37,black
360,23,black,24,white,21,black,36,white,5,black
361,51,black,75,white,4,black,18,white,10,black
362,80,black,58,white,5,black,67,white,72,black
363,21,black,81,white,59,black,68,white,36,black
364,34,black,70,white,71,black,64,white,73,black
365,37,black,48,white,18,black,55,white,59,black
366,27,black,10,white,38,black,54,white,9,black
367,50,black,28,white,41,black,2,white,70,black
368,62,black,25,white,4,black,20,white,66,black
369,65,black,66,white,20,black,49,white,57,black
370,69,black,47,white,32,black,29,white,74,black
371,1,black,7,white,30,black,15,white,53,black
372,79,black,70,white,45,black,77,white,25,black
373,19,black,29,white,50,black,79,white,67,black
374,57,black,14,white,52,black,40,white,5,black
375,64,black,63,white,22,black,53,white,37,black
376,65,black,31,white,73,black,3,white,22,black
377,26,black,33,white,21,black,46,white,52,black
378,80,black,62,white,21,black,18,white,35,black
379,12,black,32,white,6,black,21,white,37,black
380,63,black,4,white,78,black,64,white,77,black
381,33,black,74,white,15,black,26,white,58,black
382,9,black,9,white,46,black,72,white,22,black
383,1,black,41,white,40,black,7,white,42,black
384,77,black,9,white,80,black,52,white,68,black
385,7,black,63,white,18,black,63,white,39,black
386,62,black,4,white,35,black,11,white,26,black
387,10,black,49,white,48,black,10,white,64,black
388,13,black,60,white,4,black,52,white,16,black
389,67,black,27,white,43,black,76,white,74,black
390,70,black,69,white,22,black,13,white,68,black
391,15,black,45,white,35,black,65,white,5,black
392,59,black,56,white,13,black,15,white,20,black
393,10,black,43,white,77,black,55,white,33,black
394,4,black,59,white,23,black,13,white,7,black
395,16,black,45,white,50,black,26,white,9,black
396,74,black,26,white,66,black,21,white,6,black
397,68,black,25,white,29,black,52,white,23,black
398,46,black,72,white,10,black,34,white,28,black
399,43,black,64,white,22,black,32,white,79,black
400,74,black,47,white,50,black,9,white,4,black
401,79,black,32,white,52,black,46,white,52,black
402,2,black,80,white,2,black,34,white,54,black
403,38,black,60,white,20,black,27,white,9,black
404,17,black,44,white,68,black,13,white,6,black
405,60,black,23,white,34,black,81,white,16,black
406,70,black,50,white,49,black,36,white,62,black
407,42,black,70,white,1,black,61,white,7,black
408,77,black,20,white,56,black,72,white,75,black
409,72,black,81,white,33,black,67,white,46,black
410,71,black,13,white,52,black,8,white,56,black
411,81,black,8,white,35,black,55,white,31,black
412,24,black,7,white,31,black,22,white,6,black
413,12,black,23,white,9,black,9,white,6,black
414,42,black,15,white,67,black,43,white,9,black
415,43,black,27,white,40,black,69,white,64,black
416,58,black,25,white,51,black,72,white,19,black
417,22,black,36,white,34,black,53,white,48,black
418,49,black,41,white,29,black,27,white,73,black
419,2,black,5,white,14,black,80,white,27,black
420,77,black,22,white,58,black,7,white,34,black
421,44,black,63,white,15,black,61,white,38,black
422,49,black,61,white,45,black,58,white,6,black
423,78,black,47,white,29,black,2,white,23,black
424,77,black,74,white,11,black,23,white,13,black
425,5,black,6,white,53,black,28,white,49,black
426,35,black,50,white,14,black,3,white,42,black
427,16,black,50,white,58,black,42,white,7,black
428,57,black,27,white,17,black,68,white,48,black
429,45,black,51,white,59,black,46,white,15,black
430,48,black,47,white,62,black,38,white,23,black
431,57,black,72,white,19,black,54,white,22,black
432,81,black,11,white,21,black,34,white,21,black
433,38,black,38,white,4,black,57,white,6,black
434,54,black,48,white,11,black,29,white,31,black
435,12,black,45,white,11,black,3,white,76,black
436,20,black,34,white,45,black,76,white,76,black
437,36,black,12,white,57,black,29,white,73,black
438,43,black,47,white,2,black,45,white,69,black
439,26,black,24,white,39,black,14,white,12,black
440,25,black,48,white,9,black,17,white,59,black
441,9,black,14,white,7,black,10,white,26,black
442,80,black,19,white,70,black,5,white,78,black
443,6,black,12,white,48,black,59,white,67,black
444,2,black,54,white,22,black,57,white,70,black
445,64,black,52,white,18,black,27,white,40,black
446,23,black,25,white,51,black,70,white,81,black
447,54,black,65,white,70,black,70,white,55,black
448,31,black,75,white,76,black,62,white,10,black
449,66,black,65,white,62,black,77,white,62,black
450,73,black,65,white,46,black,7,white,70,black
451,70,black,34,white,22,black,15,white,9,black
452,40,black,40,white,30,black,19,white,11,black
453,28,black,79,white,57,black,59,white,25,black
454,17,black,54,white,4,black,21,white,51,black
455,10,black,48,white,74,black,51,white,31,black
456,16,black,70,white,75,black,68,white,71,black
457,63,black,25,white,52,black,46,white,70,black
458,1,black,77,white,63,black,33,white,64,black
459,70,black,76,white,45,black,47,white,18,black
460,67,black,53,white,76,black,68,white,60,black
461,74,black,64,white,7,black,69,white,40,black
462,47,black,47,white,41,black,6,white,62,black
463,26,black,69,white,49,black,69,white,23,black
464,46,black,60,white,78,black,18,white,6,black
465,48,black,52,white,23,black,37,white,33,black
466,11,black,3,white,40,black,59,white,18,black
467,43,black,33,white,23,black,66,white,21,black
468,25,black,40,white,5,black,46,white,55,black
469,66,black,21,white,5,black,65,white,66,black
470,45,black,78,white,46,black,14,white,39,black
471,68,black,27,white,9,black,50,white,77,black
472,48,black,42,white,27,black,69,white,52,black
473,43,black,22,white,13,black,19,white,70,black
474,54,black,43,white,3,black,12,white,14,black
475,61,black,32,white,78,black,58,white,13,black
476,42,black,67,white,22,black,78,white,71,black
477,12,black,50,white,20,black,28,white,75,black
478,57,black,43,white,53,black,24,white,31,black
479,51,black,12,white,62,black,29,white,31,black
480,11,black,1,white,11,black,41,white,75,black
481,7,black,47,white,39,black,52,white,74,black
482,53,black,7,white,59,black,64,white,76,black
483,10,black,71,white,14,black,7,white,66,black
484,50,black,59,white,33,black,27,white,9,black
485,40,black,24,white,71,black,15,white,45,black
486,3,black,38,white,77,black,60,white,44,black
487,13,black,22,white,9,black,63,white,16,black
488,17,black,4,white,31,black,76,white,18,black
489,30,black,80,white,25,black,43,white,50,black
490,38,black,38,white,64,black,9,white,30,black
491,74,black,40,white,25,black,8,white,56,black
492,53,black,41,white,41,black,35,white,3,black
493,36,black,16,white,19,black,50,white,17,black
494,63,black,59,white,17,black,18,white,6,black
495,9,black,43,white,50,black,34,white,45,black
496,43,black,67,white,33,black,59,white,27,black
497,1,black,78,white,11,black,3,white,69,black
498,8,black,22,white,50,black,20,white,17,black
499,40,black,7,white,10,black,10,white,21,black
500,49,black,18,white,73,black,59,white,75,black
501,24,black,49,white,62,black,72,white,71,black
502,49,black,50,white,39,black,74,white,16,black
503,28,black,21,white,33,black,16,white,23,black
504,62,black,46,white,41,black,8,white,65,black
505,55,black,25,white,22,black,16,white,76,black
506,79,black,21,white,62,black,58,white,11,black
507,4,black,43,white,34,black,37,white,74,black
508,76,black,52,white,18,black,54,white,6,black
509,73,black,35,white,19,black,51,white,18,black
510,75,black,49,white,16,black,61,white,21,black
511,40,black,57,white,17,black,54,white,62,black
512,66,black,76,white,70,black,28,white,44,black
513,59,black,5,white,72,black,5,white,5,black
514,69,black,43,white,1,black,46,white,52,black
515,63,black,72,white,59,black,81,white,9,black
516,6,black,69,white,37,black,47,white,43,black
517,2,black,64,white,30,black,58,white,38,black
518,13,black,7,white,25,black,71,white,38,black
519,15,black,37,white,35,black,74,white,36,black
520,11,black,29,white,29,black,46,white,27,black
521,37,black,61,white,58,black,54,white,80,black
522,72,black,26,white,53,black,8,white,35,black
523,49,black,42,white,41,black,21,white,42,black
524,32,black,2,white,63,black,44,white,2,black
525,23,black,45,white,71,black,77,white,44,black
526,17,black,67,white,69,black,50,white,20,black
527,29,black,34,white,36,black,13,white,31,black
528,25,black,80,white,58,black,25,white,32,black
529,67,black,24,white,59,black,8,white,46,black
530,26,black,14,white,67,black,40,white,14,black
531,39,black,65,white,22,black,40,white,24,black
532,2,black,81,white,59,black,30,white,19,black
533,40,black,29,white,69,black,15,white,48,black
534,10,black,56,white,71,black,66,white,17,black
535,76,black,9,white,23,black,72,white,34,black
536,61,black,14,white,2,black,16,white,31,black
537,34,black,31,white,22,black,32,white,26,black
538,33,black,70,white,71,black,10,white,61,black
539,33,black,37,white,45,black,49,white,28,black
540,59,black,24,white,40,black,3,white,51,black
541,70,black,1,white,57,black,53,white,80,black
542,28,black,73,white,76,black,26,white,79,black
543,45,black,57,white,47,black,50,white,30,black
544,31,black,35,white,15,black,48,white,70,black
545,40,black,50,white,35,black,33,white,79,black
546,34,black,58,white,58,black,13,white,65,black
547,36,black,14,white,44,black,46,white,19,black
548,17,black,41,white,71,black,52,white,26,black
549,75,black,38,white,65,black,72,white,57,black
550,26,black,15,white,33,black,68,white,56,black
551,32,black,13,white,9,black,49,white,35,black
552,48,black,35,white,49,black,62,white,45,black
553,37,black,31,white,63,black,61,white,2,black
554,66,black,6,white,8,black,26,white,71,black
555,36,black,45,white,37,black,40,white,2,black
556,73,black,20,white,24,black,34,white,74,black
557,61,black,10,white,4,black,37,white,9,black
558,71,black,75,white,75,black,61,white,34,black
559,1,black,37,white,24,black,42,white,38,black
560,47,black,61,white,45,black,8,white,40,black
561,58,black,72,white,57,black,34,white,63,black
562,9,black,80,white,20,black,47,white,57,black
563,22,black,78,white,23,black,50,white,20,black
564,15,black,75,white,63,black,10,white,57,black
565,81,black,60,white,48,black,79,white,61,black
566,63,black,17,white,7,black,37,white,51,black
567,63,black,36,white,61,black,51,white,17,black
568,51,black,80,white,48,black,12,white,40,black
569,72,black,18,white,50,black,74,white,64,black
570,10,black,52,white,39,black,44,white,55,black
571,28,black,25,white,36,black,3,white,67,black
572,28,black,59,white,37,black,59,white,33,black
573,58,black,73,white,36,black,36,white,1,black
574,29,black,8,white,52,black,49,white,12,black
575,54,black,77,white,65,black,51,white,41,black
576,58,black,62,white,60,black,24,white,33,black
577,43,black,56,white,22,black,15,white,46,black
578,26,black,39,white,37,black,64,white,14,black
579,64,black,61,white,50,black,33,white,65,black
580,66,black,79,white,33,black,32,white,18,black
581,25,black,67,white,70,black,2,white,26,black
582,74,black,58,white,48,black,33,white,7,black
583,55,black,10,white,17,black,10,white,25,black
584,67,black,66,white,48,black,10,white,73,black
585,69,black,67,white,65,black,81,white,38,black
586,19,black,22,white,24,black,36,white,26,black
587,27,black,26,white,25,black,49,white,70,black
588,46,black,2,white,71,black,79,white,41,black
589,65,black,77,white,19,black,78,white,51,black
590,13,black,79,white,51,black,39,white,36,black
591,55,black,76,white,41,black,77,white,23,black
592,26,black,58,white,2,black,15,white,34,black
593,39,black,79,white,51,black,45,white,19,black
594,81,black,24,white,68,black,26,white,3,black
595,59,black,45,white,40,black,25,white,53,black
596,1,black,25,white,53,black,2,white,21,black
597,39,black,1,white,74,black,26,white,73,black
598,62,black,64,white,31,black,24,white,20,black
599,64,black,74,white,67,black,34,white,11,black
600,74,black,17,white,60,black,42,white,81,black
601,18,black,71,white,29,black,67,white,46,black
602,58,black,74,white,45,black,66,white,23,black
603,71,black,16,white,17,black,77,white,19,black
604,33,black,79,white,12,black,13,white,40,black
605,40,black,62,white,55,black,20,white,58,black
606,57,black,19,white,36,black,64,white,50,black
607,62,black,62,white,76,black,22,white,59,black
608,54,black,37,white,54,black,6,white,19,black
609,31,black,63,white,5,black,78,white,10,black
610,33,black,14,white,63,black,18,white,48,black
611,6,black,20,white,6,black,26,white,57,black
612,13,black,47,white,41,black,14,white,37,black
613,44,black,76,white,26,black,61,white,50,black
614,8,black,69,white,73,black,5,white,78,black
615,9,black,22,white,58,black,66,white,59,black
616,17,black,32,white,63,black,24,white,29,black
617,8,black,77,white,17,black,43,white,70,black
618,22,black,2,white,12,black,9,white,75,black
619,40,black,40,white,68,black,6,white,78,black
620,3,black,57,white,22,black,52,white,72,black
621,16,black,29,white,12,black,18,white,54,black
622,79,black,9,white,49,black,42,white,19,black
623,62,black,23,white,66,black,81,white,68,black
624,27,black,70,white,78,black,52,white,74,black
625,41,black,63,white,4,black,38,white,79,black
626,6,black,2,white,31,black,42,white,43,black
627,34,black,65,white,66,black,77,white,10,black
628,56,black,71,white,21,black,49,white,69,black
629,74,black,35,white,69,black,2,white,67,black
630,63,black,22,white,7,black,61,white,3,black
631,40,black,58,white,8,black,55,white,46,black
632,45,black,5,white,62,black,43,white,51,black
633,67,black,81,white,48,black,22,white,30,black
634,43,black,30,white,66,black,70,white,16,black
635,32,black,30,white,55,black,4,white,33,black
636,61,black,67,white,8,black,44,white,62,black
